duration,title,channel,published,time
0:0,AI Innovations: The Power of Feature Platforms // MLOps Mini Summit #6,MLOps.community,1 year ago,0.0
0:0,xLSTM Models Might Beat Transformer LLMs,Fahd Mirza,1 year ago,0.0
0:0,Create AI Chatbot from Tabular Data using VectorShift AI Agent,Mervin Praison,1 year ago,0.0
0:0,RAG for Beginners! Step-by-Step Tutorial Using Jupyter Notebook,TwoSetAI,1 year ago,0.0
0:0,RAG (evaluate intermediate steps) | LangSmith Evaluations - Part 16,LangChain,1 year ago,0.0
0:0,How to Select an AI Model for Specific Domain or Task,Fahd Mirza,1 year ago,0.0
0:0,How to hack a LLM using PyReft (using your own data for Fine Tuning!),Nicholas Renotte,1 year ago,0.0
0:0,LangChain vs DSPy : Key differences between Generative AI packages,Data Science in your pocket,1 year ago,0.0
0:0,DSPy: MOST Advanced AI RAG Framework with Auto Reasoning and Prompting,Mervin Praison,1 year ago,0.0
0:0,ImageInWords: Unlocking Hyper-Detailed Image Descriptions,Arxiv Papers,1 year ago,0.0
0:0,Optimize RAG Resource Use With Semantic Cache,Qdrant Vector Database & Search Engine,1 year ago,0.0
0:0,FedML Nexus AI: Your Generative AI Platform at Scale // Salman Avestimehr // MLOps Podcast #230,MLOps.community,1 year ago,0.0
0:0,Building Real-Time RAG Pipeline With Mongodb and Pinecone Part-1 #rag #llm #mongodb #pinecone,Sunny Savita,1 year ago,0.0
0:0,Rapid RAG Optimization with Qdrant and Quotient,Qdrant Vector Database & Search Engine,Streamed 1 year ago,0.0
0:0,An Introduction to Generative AI,Microsoft Reactor,Streamed 1 year ago,0.0
0:0,Scrape Any Website with AI Locally and Free - ScrapeGraphAI,Fahd Mirza,1 year ago,0.0
0:0,Mastering Summarization Techniques: A Practical Exploration with LLM - Martin Neznal,Productboard,1 year ago,0.0
0:0,Build a Customer Support Bot | LangGraph,LangChain,1 year ago,0.0
0:0,Should you still learn Python in 2024?,Indently,1 year ago,0.0
0:0,"Training the largest LLMs, Cerebras Wafer-Scale Architecture | Keynote 3 | Jean-Philippe Fricker",Applied Machine Learning Days,1 year ago,0.0
0:0,Understand DSPy: Programming AI Pipelines,Discover AI,1 year ago,0.0
0:0,Generate AI powered insights for Security Lake using SageMaker and Bedrock | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,Fine-Tune Llama3 using Synthetic Data,Chris Hay,1 year ago,0.0
0:0,How to Prepare an LLM dataset for Training and Validation,Fahd Mirza,1 year ago,0.0
0:0,LM Studio CLI: Speed Up Your AI App Development (100% Local + UI),Mervin Praison,1 year ago,0.0
0:0,Iterative Reasoning Preference Optimization,Fahd Mirza,1 year ago,0.0
0:0,Is Flash Attention Stable?,Arxiv Papers,1 year ago,0.0
0:0,Why is SAM Robust to Label Noise?,Arxiv Papers,1 year ago,0.0
0:0,Gail Weiss: Thinking Like Transformers,Formal Languages and Neural Networks Seminar,3 years ago,0.0
0:0,LlamaRec: Two-Stage Recommendation using Large Language Models for Ranking,TechViz - The Data Science Guy,1 year ago,0.0
0:0,Large Language Models (LLMs) for Recommendations (Paper Walkthrough),TechViz - The Data Science Guy,1 year ago,0.0
0:0,Document Re-ranking using LLMs - Advanced RAG,TechViz - The Data Science Guy,1 year ago,0.0
36:39,Now playing,"Breaking Down & Testing FIVE LLM Agent Architectures - (Reflexion, LATs, P&E, ReWOO, LLMCompiler)",Adam Lucek,36.65
53:55,Now playing,Optimizing RAG With LLMS: Exploring Chunking Techniques and Reranking for Enhanced Results,Arize AI,53.92
35:57,Now playing,How AI & DevOps Are About to Change the Way We Create Products • Marko Klemetti • GOTO 2023,GOTO Conferences,35.95
38:09,Now playing,Train & Serve Custom Multi-modal Models - IDEFICS 2 + LLaVA Llama 3,Trelis Research,38.15
9:59,Now playing,"Shapley Values Explained | Interpretability for AI models, even LLMs!",AI Coffee Break with Letitia,9.98
6:44,Now playing,What Does It Take to Build LLMs?,Fahd Mirza,6.73
8:05,Now playing,Simplify Model AI Model Training With AutoGluon,Fahd Mirza,8.08
8:05,Now playing,Chat with Parquet Files with AI - ChatDB,Fahd Mirza,8.08
6:06,Now playing,TrOCR - Best Free OCR Model - Install Locally,Fahd Mirza,6.1
0:0,Kolmogorov Arnold Networks KANs,Fahd Mirza,1 year ago,0.0
0:0,RAGAS: How to Evaluate a RAG Application Like a Pro for Beginners,Mervin Praison,1 year ago,0.0
0:0,Structural Pruning of Pre-trained Language Models via Neural Architecture Search,Arxiv Papers,1 year ago,0.0
0:0,Mitigating LLM Hallucinations via Conformal Abstention,Arxiv Papers,1 year ago,0.0
0:0,Understanding LLMs Requires More Than Statistical Generalization,Arxiv Papers,1 year ago,0.0
0:0,Simple Way To Jailbreak Any LLM including Llama-3 8B,Fahd Mirza,1 year ago,0.0
0:0,CAN MACHINES REPLACE US? (AI vs Humanity),Machine Learning Street Talk,1 year ago,0.0
0:0,"Building, Evaluating, and Optimizing your RAG App for Production | Jerry Liu",H2O.ai,1 year ago,0.0
0:0,LlamaIndex Webinar: Make RAG Production-Ready,LlamaIndex,1 year ago,0.0
0:0,Create AI Agents From Scratch With Python! (Free Course),Hasan Aboul Hasan,1 year ago,0.0
0:0,Latest Insights in AI Performance Models,Discover AI,1 year ago,0.0
0:0,ML Agent Bench: Evaluating Language Agents on ML Experimentation (Paper Review),Alex Chao,1 year ago,0.0
0:0,In-Context Learning with Long-Context Models: An In-Depth Exploration,Arxiv Papers,1 year ago,0.0
0:0,StoryDiffusion: Consistent Self-Attention for Long-Range Image and Video Generation,Arxiv Papers,1 year ago,0.0
0:0,Generative AI Project Lifecycle-GENAI On Cloud,Krish Naik,1 year ago,0.0
0:0,GraphRAG: LLM-Derived Knowledge Graphs for RAG,Alex Chao,1 year ago,0.0
0:0,Evaluate LLMs with Prometheus LLM and Prometheus-Eval Locally,Fahd Mirza,1 year ago,0.0
0:0,Kindo - Secure Solution for AI Management,Fahd Mirza,1 year ago,0.0
0:0,Llama-3 🦙 with LocalGPT: Chat with YOUR Documents in Private,Prompt Engineering,1 year ago,0.0
0:0,End-to-end Prototyping with Llama 3 and Hugging Face Inference Endpoints,AI Makerspace,Streamed 1 year ago,0.0
0:0,Semantic Chunking for RAG,James Briggs,1 year ago,0.0
0:0,Chat with SQL and Tabular Databases using LLM Agents (DON'T USE RAG!),Farzad (AI RoundTable),1 year ago,0.0
0:0,Build an End-to-End RAG API with AWS Bedrock & Azure OpenAI,AI Anytime,1 year ago,0.0
0:0,MAMBA from Scratch: Neural Nets Better and Faster than Transformers,Algorithmic Simplicity,1 year ago,0.0
0:0,How to build a ROBUST AI Agent stack [CrewAI + YouTube API + Ollama + Groq + AgentOps],Tony Kipkemboi,1 year ago,0.0
0:0,"Build Your CrewAI MVP: Frontend, Backend & Deployment Simplified",Hector Pineda,1 year ago,0.0
0:0,Make your own Agent in The AI Town,1littlecoder,1 year ago,0.0
0:0,Teaching LLMs to Use Tools at Scale - Shishir Patil | Stanford MLSys #98,Stanford MLSys Seminars,Streamed 1 year ago,0.0
0:0,A Beginners Guide to Building a RAG App Using Open Source Milvus,Zilliz,1 year ago,0.0
0:0,Introspective Agents: Performing Tasks With Reflection with LlamaIndex,LlamaIndex,1 year ago,0.0
0:0,Meet CRAG: Don't Miss This Simple Hack for your Production RAG!,TwoSetAI,1 year ago,0.0
0:0,Build your own Copilot,Microsoft Reactor,1 year ago,0.0
0:0,LLM Toolkit for AI Applications - Mirascope,Fahd Mirza,1 year ago,0.0
0:0,Attention!!! JAMBA Instruct - Mamba LLM's new Baby!!!,1littlecoder,1 year ago,0.0
0:0,Better & Faster LLMs via Multi-token Prediction,Fahd Mirza,1 year ago,0.0
0:0,Guidance Language for Controlling LLMs,Fahd Mirza,1 year ago,0.0
0:0,META LLAMA 3 70B LLM – Zero Shot Aspect Based Sentiment Analysis Fast response Groq Collab Demo,AI WITH Rithesh,1 year ago,0.0
0:0,780: How to Become a Data Scientist — with Dr. Adam Ross Nelson,Super Data Science: ML & AI Podcast with Jon Krohn,1 year ago,0.0
0:0,New Discovery: Retrieval Heads for Long Context,Discover AI,1 year ago,0.0
0:0,AI Features in Oracle Database 23ai - AI Vector Search,Fahd Mirza,1 year ago,0.0
0:0,How to Build Data Pipelines for ML Projects (w/ Python Code),Shaw Talebi,1 year ago,0.0
0:0,Realtime Multimodal RAG Usecase with Google Gemini-Pro-Vision and Langchain | RAG Application #rag,Sunny Savita,1 year ago,0.0
0:0,PROMETHEUS 2: An Open Source Language Model Specialized in Evaluating Other Language Models,Arxiv Papers,1 year ago,0.0
0:0,NeMo-Aligner: Scalable Toolkit for Efficient Model Alignment,Arxiv Papers,1 year ago,0.0
0:0,WILDCHAT: 1M ChatGPT Interaction Logs in the Wild,Arxiv Papers,1 year ago,0.0
0:0,What is AI Quality? // Mohamed Elgendy // MLOps Podcast #229,MLOps.community,1 year ago,0.0
0:0,Praison AI Custom Tools: Integrate ANY Application with AI Agents,Mervin Praison,1 year ago,0.0
0:0,How to Use Flash Attention in LM Studio with LLMs,Fahd Mirza,1 year ago,0.0
0:0,Convert PDFs into Videos Using AI - Brainy Docs,Fahd Mirza,1 year ago,0.0
0:0,Adding RAG to LangGraph Agents,Sam Witteveen,1 year ago,0.0
0:0,"9-End To End Powerful Document Q&A Chatbot using Llama3,Langchain and Groq API",Krish Naik,1 year ago,0.0
0:0,How to Use LangSmith to Achieve a 30% Accuracy Improvement with No Prompt Engineering,LangChain,1 year ago,0.0
0:0,"IDEFICS 2 API Endpoint, vLLM vs TGI, and General Fine-tuning tips",Trelis Research,Streamed 1 year ago,0.0
0:0,AI's Struggle with Abstraction in Analogies // Shane Morris // MLOps podcast #223 clip,MLOps.community,1 year ago,0.0
0:0,Self-Play Preference Optimization for Language Model Alignment,Arxiv Papers,1 year ago,0.0
0:0,Extending Llama-3 to 1M+ Tokens - Does it Impact the Performance?,Prompt Engineering,1 year ago,0.0
0:0,Very Few Parameter Fine tuning with ReFT and LoRA,Trelis Research,1 year ago,0.0
0:0,Data Labeling Best Practices // Charles Brecque // AI in Production Conference Lightning Talk,MLOps.community,1 year ago,0.0
0:0,LLMOps and GenAI at Enterprise Scale - Challenges and Opportunities // Andy McMahon // AI in Prod,MLOps.community,1 year ago,0.0
0:0,Streamlining Model Deployment // Daniel Lenton // AI in Production Talk,MLOps.community,1 year ago,0.0
0:0,AI Agents with GPT-4 Turbo and CrewAI | Cryptocurrency Market Report with News,Venelin Valkov,1 year ago,0.0
0:0,Iterative Reasoning Preference Optimization,Arxiv Papers,1 year ago,0.0
0:0,ORPO: Monolithic Preference Optimization without Reference Model (Paper Explained),Yannic Kilcher,1 year ago,0.0
0:0,Important Playlist To Cover For Learning Generative AI On AWS And Azure Cloud,Krish Naik,1 year ago,0.0
0:0,Regression Testing | LangSmith Evaluations - Part 15,LangChain,1 year ago,0.0
0:0,AWS Summit Sydney 2024: Building smart applications using large language models,AWS Events,1 year ago,0.0
0:0,AWS Summit Sydney 2024: Mixed RAG: Routing user prompts across multiple content domains,AWS Events,1 year ago,0.0
0:0,How To Fine-tune LLaVA Model (From Your Laptop!),Brev,1 year ago,0.0
0:0,Better & Faster Large Language Models via Multi-token Prediction,Arxiv Papers,1 year ago,0.0
0:0,NEW LLM Test: Reasoning & gpt2-chatbot,Discover AI,1 year ago,0.0
0:0,Vector and Keyword Search for Enhanced LLM Performance 🚀 | LLMOps,LLMOps Space,1 year ago,0.0
0:0,Harmonic LLMs are Trustworthy,Arxiv Papers,1 year ago,0.0
0:0,AI-Powered Local Personal Email Assistant - Panza,Fahd Mirza,1 year ago,0.0
0:0,Advance RAG with Azure & LlamaIndex,MG,1 year ago,0.0
0:0,Hanna Hajishirzi (AI2) - OLMo: Findings of Training an Open LM,Sasha Rush,1 year ago,0.0
0:0,Lessons learned from building cool products (winners of MLOps Discord demos),MLOps Learners,Streamed 1 year ago,0.0
0:0,🔴 This Agentic AI Workflow Will Take Over 🤯 Algorithm + Papers Explained,Analytics Camp,1 year ago,0.0
0:0,Can LLMs Reason & Plan? (Talk @googledeepmind LLM Reasoning Seminar),Subbarao Kambhampati,1 year ago,0.0
0:0,Kangaroo: Lossless Self-Speculative Decoding via Double Early Exiting,Arxiv Papers,1 year ago,0.0
0:0,DPO Meets PPO: Reinforced Token Optimization for RLHF,Arxiv Papers,1 year ago,0.0
8:15,Now playing,Replacing Judges with Juries: Evaluating LLM Generations with a Panel of Diverse Models,Arxiv Papers,8.25
13:10,Now playing,Fine-Tune Llama 3 with LlaMA Factory in Free Colab,Fahd Mirza,13.17
12:06,Now playing,Simplest Way to Implement RAG with Command R Plus with Custom Data,Fahd Mirza,12.1
19:06,Now playing,Generative AI Journeys - Fireside Chat with Smartsheet | Amazon Web Services,Amazon Web Services,19.1
18:14,Now playing,Make your Production Level RAG 45 times Faster 🔥🔥,Neural Hacks with Vasanth,18.23
12:26,Now playing,Tool Use with LLM with Any Data Source - Command R Plus,Fahd Mirza,12.43
6:46,Now playing,RAG Evaluation (Document Relevance) | LangSmith Evaluations - Part 14,LangChain,6.77
8:23,Now playing,ALMOST a step closer to HER!! (ChatGPT Memory Tutorial),1littlecoder,8.38
55:37,Now playing,Handling Multi-Terabyte LLM Checkpoints // Simon Karasik // MLOps Podcast #228,MLOps.community,55.62
0:0,TransformerFAM: Feedback attention is working memory,Yannic Kilcher,1 year ago,0.0
0:0,STUNNING Step for Autonomous AI Agents PLUS OpenAI Defense Against JAILBROKEN Agents,Wes Roth,1 year ago,0.0
14:44,Now playing,Talking Nonsense: Probing Large Language Models' Understanding ofAdversarial Gibberish Inputs,Arxiv Papers,14.73
28:58,Now playing,AdvPrompter: Fast Adaptive Adversarial Prompting for LLMs,Arxiv Papers,28.97
17:57,Now playing,"How Good is LLAMA-3 for RAG, Routing, and Function Calling",Prompt Engineering,17.95
32:47,Now playing,"Building End To End Webloader RAG Application using Groq With DataStax and Cassio, Langchain",Krish Naik,32.78
42:56,Now playing,"LLaMa Family: Alpaca, Vicuna and LLaVA",YanAITalk,42.93
24:00,Now playing,❄️ Snowflake ❄️ Arctic 480Bx128 MoE: MoE with 128 EXPERTS faster than LLama3!?,Ai Flux,24.0
8:16,Now playing,AdvPrompter - Fast Adaptive Adversarial Prompting for LLMs,Fahd Mirza,8.27
22:29,Now playing,Apply ML with your partners without sharing underlying data using AWS Clean Rooms ML | AWS OnAir S05,AWS Events,22.48
17:47,Now playing,LLMs: Rewriting Our Tomorrow (plus code) #ai,Discover AI,17.78
0:0,"Meta Llama 3 Fine tuning, RAG, and Prompt Engineering for Drug Discovery",ChemicalQDevice,1 year ago,0.0
0:0,LangChain Expression Language - The ONLY video you need to TRULY understand LCEL,Coding Crash Courses,1 year ago,0.0
0:0,How Context Length of LLM is Increased by Adjusting RoPE Theta,Fahd Mirza,1 year ago,0.0
0:0,AUTOCRAWLER : A Progressive Understanding Web Agent for Web Crawler Generation,Arxiv Papers,1 year ago,0.0
0:0,Retrieval Head Mechanistically Explains Long-Context Factuality,Arxiv Papers,1 year ago,0.0
0:0,Let’s Think Dot by Dot: Hidden Computation in Transformer Language Models,Arxiv Papers,1 year ago,0.0
0:0,"OpenELM, Phi-3, Quantized LLaMA-3",hu-po,Streamed 1 year ago,0.0
0:0,Autonomous AI Agents: 14% MAX Performance,Discover AI,1 year ago,0.0
0:0,This AI Research Agent Generates Detailed Report Using PhiData,Mervin Praison,1 year ago,0.0
0:0,LangTail Introduction - LLMOps Platform,Fahd Mirza,1 year ago,0.0
0:0,LM Studio 2.0: Image Analysis Revolution with AI Unleashed,Mervin Praison,1 year ago,0.0
0:0,"Testing Framework Giskard for LLM and RAG Evaluation (Bias, Hallucination, and More)",AI Anytime,1 year ago,0.0
0:0,Advanced RAG Techniques with @LlamaIndex,TigerData (creators of TimescaleDB),1 year ago,0.0
0:0,Python RAG Tutorial (with Local LLMs): AI For Your PDFs,pixegami,1 year ago,0.0
25:26,Now playing,Quantize LLMs with AWQ: Faster and Smaller Llama 3,AI Anytime,25.43
43:00,Now playing,Leading Enterprise Data Teams // Sol Rashidi // MLOps Podcast #227,MLOps.community,43.0
19:07,Now playing,LayerSkip: Enabling Early Exit Inference and Self-Speculative Decoding,Arxiv Papers,19.12
17:04,Now playing,Merge LLMs with No Code Mergekit GUI,AI Anytime,17.07
3:42,Now playing,MambaByte: Token-free Selective State Space Model,Fahd Mirza,3.7
10:25,Now playing,MambaByte: Token-free Selective State Space Model,Arxiv Papers,10.42
39:56,Now playing,Understanding When and Why Transformers Generalize Hierarchically,Arxiv Papers,39.93
8:06,Now playing,How to Use Hugging Face Inference API,Fahd Mirza,8.1
8:52,Now playing,AI Horde - Crowdsourced AI For Free,Fahd Mirza,8.87
0:0,"How Good is Phi-3-Mini for RAG, Routing, Agents",Prompt Engineering,1 year ago,0.0
0:0,Estimate Memory Consumption of LLMs for Inference and Fine-Tuning,AI Anytime,1 year ago,0.0
0:0,Many-Shot In-Context Learning by Google DeepMind,Fahd Mirza,1 year ago,0.0
0:0,Discover a Graph Data Model Using Generative AI and Diagram as Code | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,Build a data foundation for healthcare transformation with AWS and Redox | AWS Events,AWS Events,1 year ago,0.0
0:0,Test Your Prompts with Every ChatBot (for Free),Matt Wolfe,1 year ago,0.0
0:0,Authorization process simplification using generative AI | AWS Events,AWS Events,1 year ago,0.0
0:0,Best Prompt Engineering Tool for Anthropic Models - MetaPrompt,Fahd Mirza,1 year ago,0.0
0:0,Free LLM Benchmarks for Enterprise - Vals AI,Fahd Mirza,1 year ago,0.0
0:0,Startup AI School: Application Design and Development in the Gen AI Era #7,Microsoft Reactor,Streamed 1 year ago,0.0
0:0,Integrating Multimodal AI in Your Apps with Floom,Zilliz,1 year ago,0.0
0:0,LangWatch Introduction for AI Quality Control,Fahd Mirza,1 year ago,0.0
0:0,AutoGluon-Multimodal (AutoMM): Supercharging Multimodal AutoML with Foundation Models,Arxiv Papers,1 year ago,0.0
0:0,The Changing Face of AI Engineering // Amritha Arun Babu & Abhik Choudhury // Podcast #221 clip,MLOps.community,1 year ago,0.0
0:0,Introduction to foundation model evaluation on Amazon SageMaker Clarify | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,Bring your own datasets | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,Human-driven foundation model evaluation | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,FM Eval Library Deep Dive | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,Build a foundation model evaluation pipeline | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,JP Morgan Presents FlowMind for LLMs,Fahd Mirza,1 year ago,0.0
0:0,Fireside Interview with Josh Wilson - Creator of AlwaysReddy,Fahd Mirza,1 year ago,0.0
0:0,DSPy Assertions: Computational Constraints for Self-Refining LM Pipelines // Arnav Singhvi // Talk,MLOps.community,1 year ago,0.0
0:0,GenAI is Leading the Biggest Human Revolution,Super Data Science: ML & AI Podcast with Jon Krohn,1 year ago,0.0
0:0,MambaByte: Token-Free Language Modeling,Sasha Rush,1 year ago,0.0
0:0,Accelerate ML Production with Agents // Salma Mayorquin // AI in Production Conference,MLOps.community,1 year ago,0.0
0:0,Shipping LLMs: Buckle Up & Enjoy the Ride // Rex Harris // AI in Production Conference,MLOps.community,1 year ago,0.0
0:0,RAG Evaluation (Answer Hallucinations) | LangSmith Evaluations - Part 13,LangChain,1 year ago,0.0
0:0,mergekit: Llama 3 Fine-Tuning and Merging,AI Makerspace,Streamed 1 year ago,0.0
0:0,DSU - Unlock the Power of Generative AI with Amazon Neptune | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,Leave No Context Behind: Efficient Infinite Context Transformers with Infini-attention,Yannic Kilcher,1 year ago,0.0
0:0,No more Fine-Tuning: Unsupervised ICL+,Discover AI,1 year ago,0.0
0:0,Mini-Gemini: MGM 7B to MGM 34B,Fahd Mirza,1 year ago,0.0
0:0,Snowflake Arctic - Best LLM for Enterprise AI,Fahd Mirza,1 year ago,0.0
0:0,We Won Anthropic's Developer Contest with Our STORM Implementation! (Step-by-step Code Walkthrough),TwoSetAI,1 year ago,0.0
0:0,Promptflow | A tool for RAG development,Rajib Deb,1 year ago,0.0
0:0,"Thomas Dietterich, ""What’s Wrong with Large Language Models, and What We Should Be Building Instead""",Johns Hopkins Institute for Assured Autonomy,1 year ago,0.0
0:0,777: Generative AI in Practice — with Bernard Marr (@bernardmarr),Super Data Science: ML & AI Podcast with Jon Krohn,1 year ago,0.0
0:0,"BEST LLMs for Coding, Long Context, Overall Perform",Discover AI,1 year ago,0.0
0:0,LangGraph 101: it's better than LangChain,James Briggs,1 year ago,0.0
0:0,RAG Evaluation (Answer Correctness) | LangSmith Evaluations - Part 12,LangChain,1 year ago,0.0
0:0,Stanford CS25: V4 I Overview of Transformers,Stanford Online,1 year ago,0.0
0:0,A Multimodal Automated Interpretability Agent,Fahd Mirza,1 year ago,0.0
0:0,Efficient finetuning of Llama 3 with FSDP QDoRA,Fahd Mirza,1 year ago,0.0
0:0,The Rise of Modern Data Management // Chad Sanderson // MLOps Podcast #226,MLOps.community,1 year ago,0.0
0:0,Multi-Head Mixture-of-Experts,Arxiv Papers,1 year ago,0.0
0:0,MultiModal RAG Application Using LanceDB and LlamaIndex for Video Processing,Sunny Savita,1 year ago,0.0
0:0,SnapKV: LLM Knows What You are Looking for Before Generation,Arxiv Papers,1 year ago,0.0
0:0,Achieving 97% on GSM8K: Deeply Understanding the Problems Makes LLMs Perfect Reasoners,Arxiv Papers,1 year ago,0.0
0:0,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,Arxiv Papers,1 year ago,0.0
0:0,Step by step no-code RAG application using Langflow.,Underfitted,1 year ago,0.0
0:0,Making Sense of LLMOps // Maria Vechtomova & Başak Tuğçe Eskili // AI in Production Conference,MLOps.community,1 year ago,0.0
0:0,Lessons from Building LLM-based Social Media Products // Faizaan Charania // AI in Production,MLOps.community,1 year ago,0.0
0:0,How Large Language Models Are Created (Explained Simply),Neural Hacks with Vasanth,1 year ago,0.0
0:0,Llama3 + CrewAI + Groq = Email AI Agent,Sam Witteveen,1 year ago,0.0
0:0,Multimodal RAG Systems: Comprehensive Introduction to Next-Gen AI Technology #multimodal #rag #ai,Sunny Savita,1 year ago,0.0
0:0,PEAKDEFENCE automates security and compliance with GenAI on AWS (Business) - Cloud Adventures,Amazon Web Services,1 year ago,0.0
0:0,Generative AI Journeys - Fireside Chat with Bridgewater Associates | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,"Preference Fine-Tuning of LLMs Should Leverage Suboptimal, On-Policy Data",Arxiv Papers,1 year ago,0.0
0:0,Unlocking LLM Potential with your own APIs,Microsoft Reactor,Streamed 1 year ago,0.0
0:0,The Instruction Hierarchy: Training LLMs to Prioritize Privileged Instructions,Arxiv Papers,1 year ago,0.0
0:0,MIXTRAL 8x22B: The BEST MoE Just got Better | RAG and Function Calling,Prompt Engineering,1 year ago,0.0
0:0,Next Steps in the AGI Evolution,Super Data Science: ML & AI Podcast with Jon Krohn,1 year ago,0.0
0:0,Fine Tune Llama 3 using ORPO,AI Anytime,1 year ago,0.0
0:0,Next-Gen AI: RecurrentGemma (Long Context Length),Discover AI,1 year ago,0.0
0:0,Q*,hu-po,Streamed 1 year ago,0.0
0:0,why llama-3-8B is 8 billion parameters instead of 7?,Chris Hay,1 year ago,0.0
0:0,Stronger Random Baselines for In-Context Learning,Arxiv Papers,1 year ago,0.0
0:0,Towards Reliable Latent Knowledge Estimation in LLMs,Arxiv Papers,1 year ago,0.0
4:57,Now playing,AI Agents: Looping vs Planning,Jason Liu,4.95
1:15:53,Now playing,A little guide to building Large Language Models in 2024,ThomWolf,75.88
13:36,Now playing,Fine-Tune Llama 3 Using ORPO on Your Own Dataset,Fahd Mirza,13.6
8:52,Now playing,Chinchilla Scaling: A replication attempt,Arxiv Papers,8.87
8:43,Now playing,Create Synthetic Dataset from Scratch for Free in Colab - Distilabel,Fahd Mirza,8.72
19:57,Now playing,The Illusion of State in State-Space Models,Arxiv Papers,19.95
12:57,Now playing,Is DPO Superior to PPO for LLM Alignment? A Comprehensive Study,Arxiv Papers,12.95
8:15,Now playing,Mixture of Attention - Swap Face Body in Image with AI,Fahd Mirza,8.25
15:17,Now playing,LLAMA-3 🦙: EASIET WAY To FINE-TUNE ON YOUR DATA 🙌,Prompt Engineering,15.28
0:0,Llama 3 - The Best Open Source Model Easy Finetune and Inference with Architecture Explanation,Neural Hacks with Vasanth,1 year ago,0.0
0:0,"Reliable, fully local RAG agents with LLaMA3",LangChain,1 year ago,0.0
0:0,BLINK - Multimodal LLM Can See but Not Perceive,Fahd Mirza,1 year ago,0.0
0:0,Flow Engineering with LangChain/LangGraph and CodiumAI,LangChain,1 year ago,0.0
0:0,Create Code Interpreter with Llama 3 for Free,Fahd Mirza,1 year ago,0.0
0:0,"Toward Self-Improvement of LLMs via Imagination, Searching, and Criticizing",Arxiv Papers,1 year ago,0.0
0:0,From R to Q: Your Language Model is Secretly a Q-Function,Arxiv Papers,1 year ago,0.0
0:0,"Advance RAG control flow with Mistral and LangChain: Corrective RAG, Self-RAG, Adaptive RAG",Mistral AI,1 year ago,0.0
0:0,"Llama 3 RAG Demo with DSPy Optimization, Ollama, and Weaviate!",Connor Shorten,1 year ago,0.0
0:0,4 Skills You Need to Be a Full-Stack Data Scientist,Shaw Talebi,1 year ago,0.0
0:0,Summary Evaluators | LangSmith Evaluations - Part 11,LangChain,1 year ago,0.0
0:0,8-Building Gen AI Powered App Using Langchain And Huggingface And Mistral,Krish Naik,1 year ago,0.0
0:0,Megalodon 7B - Alternate of Transformers and State Space Models,Fahd Mirza,1 year ago,0.0
0:0,Introduction to AI Agents with Milvus and LlamaIndex,Zilliz,1 year ago,0.0
0:0,Fine-Tune Llama 3 Model on Custom Dataset - Step-by-step Tutorial,Fahd Mirza,1 year ago,0.0
0:0,BLINK: Multimodal Large Language Models Can See but Not Perceive,Arxiv Papers,1 year ago,0.0
0:0,"Reka Core, Flash, and Edge: A Series of Powerful Multimodal Language Models",Arxiv Papers,1 year ago,0.0
0:0,TRIFORCE: Lossless Acceleration of Long Sequence Generation with Hierarchical Speculative Decoding,Arxiv Papers,1 year ago,0.0
0:0,Multi-modal MoonDream API - Mixtral 8x22B Instruct - Llama 3,Trelis Research,Streamed 1 year ago,0.0
0:0,How to Use LLM Function Calling Locally for Free,Fahd Mirza,1 year ago,0.0
0:0,How to do RAG in OpenAI GPT4 Locally with File Search,Fahd Mirza,1 year ago,0.0
0:0,Many-Shot In-Context Learning,Arxiv Papers,1 year ago,0.0
0:0,Mighty New TransformerFAM (Feedback Attention Mem),Discover AI,1 year ago,0.0
0:0,How to Create Scalable and Distributed Workflows with DVC and Ray,DVCorg,Streamed 1 year ago,0.0
0:0,Graphs and Language // Louis Guitton // AI in Production Lightning Talk,MLOps.community,1 year ago,0.0
0:0,A Quick & Practical Introduction to Prompt Engineering,Automata Learning Lab,1 year ago,0.0
0:0,Google just Solved the Context Window Challenge for Language Models ?,What's AI by Louis-François Bouchard,1 year ago,0.0
0:0,AI For Marketers #13,AI User Group,Streamed 1 year ago,0.0
0:0,Don't Deploy RAG Without This! Embedding Quantization (~4 lines of code),TwoSetAI,1 year ago,0.0
0:0,Innovative Gen AI Applications: Beyond Text // MLOps Mini Summit #5,MLOps.community,1 year ago,0.0
0:0,Enabling Efficient Trillion Parameter Scale Training for Deep Learning Models // Tunji Ruwase,MLOps.community,1 year ago,0.0
0:0,Data Agents with #llamaindex,AI Makerspace,Streamed 1 year ago,0.0
0:0,"Retrieval Augmented Generation (RAG) Explained: Embedding, Sentence BERT, Vector Database (HNSW)",Umar Jamil,1 year ago,0.0
